ANO_ELEICAO,ESTADO,GENERO,GRAU_INSTRUCAO,ESTADO_CIVIL,COR_RACA,IDADE,FAIXA_ETARIA,FAIXA_ETARIA_IBGE,CIDNAS_IGUAL_CIDCAND,CAND_PURA_S_COLIG,REELEICAO,SITUACAO_FINAL
2020,MT,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,RS,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2020,MS,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2020,PI,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2020,TO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2020,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MT,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2020,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,GO,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,60.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2020,TO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,ELEITO
2020,GO,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MG,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,37.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,31.0,30 – 39 ANOS,30 – 34 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2020,SC,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,RJ,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2020,RJ,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,76.0,60 OU SUPERIOR,75 OU SUPERIOR,NAO,SIM,N,NÃO ELEITO
2020,MS,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MS,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,65.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,S,NÃO ELEITO
2020,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2020,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2020,RJ,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),AMARELA,34.0,30 – 39 ANOS,30 – 34 ANOS,SIM,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,GO,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,VIÚVO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,SIM,N,NÃO ELEITO
2020,AC,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2020,AM,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),PARDA,71.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2020,PR,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,ELEITO
2020,MG,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,CE,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,76.0,60 OU SUPERIOR,75 OU SUPERIOR,NAO,NAO,N,ELEITO
2020,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,63.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2020,MG,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,TO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2020,MA,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,PA,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,60.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,NÃO ELEITO
2020,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,33.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2020,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,62.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,67.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,SIM,N,NÃO ELEITO
2020,RS,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2020,PR,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PR,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2020,RJ,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MA,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2020,AL,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,SIM,N,NÃO ELEITO
2020,SC,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,NÃO ELEITO
2020,RR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2020,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SC,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,GO,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,29.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,NÃO ELEITO
2020,CE,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2020,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SP,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,34.0,30 – 39 ANOS,30 – 34 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2020,AM,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,74.0,60 OU SUPERIOR,70 – 74 ANOS,SIM,NAO,N,NÃO ELEITO
2020,MS,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,ES,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,60.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,ELEITO
2020,SC,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,60.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,SIM,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2020,GO,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,ES,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MT,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,ELEITO
2020,PA,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2020,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,69.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,63.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2020,PR,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,S,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,ELEITO
2020,PI,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,33.0,30 – 39 ANOS,30 – 34 ANOS,SIM,NAO,S,ELEITO
2020,PR,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SC,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,63.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,ELEITO
2020,MT,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2020,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2020,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,28.0,ATÉ 29 ANOS,25 – 29 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2020,MG,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,NÃO ELEITO
2020,PB,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,67.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,SIM,N,ELEITO
2020,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2020,MS,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2020,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,S,ELEITO
2020,MG,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,52.0,50 – 59 ANOS,50 – 54 ANOS,SIM,SIM,N,NÃO ELEITO
2020,MG,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),SEM INFORMAÇÃO,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2020,PR,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2020,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SE,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,60.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,SIM,N,NÃO ELEITO
2020,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MA,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SE,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,68.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,S,NÃO ELEITO
2020,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2020,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2020,GO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,N,ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2020,PB,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2020,BA,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2020,CE,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2020,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2020,RO,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2020,SC,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2020,AL,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,SIM,N,NÃO ELEITO
2020,MA,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,71.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,SIM,S,NÃO ELEITO
2020,PI,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,PR,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,26.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,SIM,SIM,N,NÃO ELEITO
2020,PR,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2020,RJ,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,SIM,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2020,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2020,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,67.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,NÃO ELEITO
2020,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2020,PR,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
